#  mwl_raw   finalspS     finalsp
#
  3550.155 3.4817e-13     0.3605
  3550.785 1.4124e-12     1.4626
  3551.415 2.1154e-12     2.1905
  3552.045 7.6054e-13     0.7875
  3552.675 1.1021e-12     1.1413
  3553.305 1.7456e-12     1.8076
  3553.935 8.6921e-13     0.9001
  3554.565 1.2021e-12     1.2447
  3555.195 1.7885e-12     1.8520
  3555.825 9.1338e-13     0.9458
  3556.455 9.2022e-13     0.9529
  3557.085 1.7318e-12     1.7933
  3557.715 1.0373e-12     1.0742
  3558.345 1.0172e-12     1.0533
  3558.975 3.4659e-13     0.3589
  3559.605 1.3278e-12     1.3749
  3560.235 2.9937e-13     0.3100
  3560.865 8.8090e-13     0.9122
  3561.495 1.1122e-12     1.1517
  3562.125 6.6821e-13     0.6919
  3562.755 1.2380e-12     1.2819
  3563.385 1.5671e-12     1.6228
  3564.015 7.5017e-13     0.7768
  3564.645 1.1175e-12     1.1571
  3565.275 1.5853e-13     0.1642
  3565.905 -2.4926e-14    -0.0258
  3566.535 1.5626e-12     1.6181
  3567.165 1.1370e-12     1.1774
  3567.795 9.8717e-13     1.0222
  3568.425 3.0491e-13     0.3157
  3569.055 6.3946e-13     0.6622
  3569.685 1.4202e-12     1.4706
  3570.315 9.7257e-13     1.0071
  3570.945 1.9339e-12     2.0026
  3571.575 1.8547e-12     1.9206
  3572.205 9.1251e-13     0.9449
  3572.835 1.4430e-12     1.4942
  3573.465 6.4557e-13     0.6685
  3574.095 1.2585e-12     1.3031
  3574.725 5.5043e-13     0.5700
  3575.355 1.3044e-12     1.3507
  3575.985 1.9261e-12     1.9945
  3576.615 1.1648e-12     1.2061
  3577.245 9.4489e-13     0.9784
  3577.875 1.5704e-12     1.6261
  3578.505 1.0143e-12     1.0503
  3579.135 9.1198e-13     0.9444
  3579.765 1.0093e-12     1.0452
  3580.395 1.4161e-12     1.4663
  3581.025 9.5357e-13     0.9874
  3581.655 2.0050e-12     2.0762
  3582.285 4.3685e-14     0.0452
  3582.915 1.3566e-12     1.4048
  3583.545 1.7793e-12     1.8425
  3584.175 7.4168e-13     0.7680
  3584.805 1.4780e-13     0.1531
  3585.435 1.6175e-12     1.6749
  3586.065 1.3320e-12     1.3792
  3586.695 1.1415e-12     1.1820
  3587.325 1.4247e-12     1.4753
  3587.955 1.1807e-12     1.2226
  3588.585 9.5885e-13     0.9929
  3589.215 5.9741e-13     0.6186
  3589.845 5.7579e-13     0.5962
  3590.475 4.7777e-13     0.4947
  3591.105 1.0188e-12     1.0549
  3591.735 1.1277e-12     1.1677
  3592.365 1.1535e-12     1.1945
  3592.995 1.1509e-12     1.1917
  3593.625 1.3948e-12     1.4444
  3594.255 1.3586e-12     1.4068
  3594.885 1.1773e-12     1.2190
  3595.515 8.3125e-13     0.8608
  3596.145 5.2539e-13     0.5440
  3596.775 1.1610e-12     1.2022
  3597.405 9.5287e-13     0.9867
  3598.035 1.2863e-12     1.3320
  3598.665 1.5687e-12     1.6244
  3599.295 1.0106e-12     1.0465
  3599.925 1.5702e-12     1.6260
  3600.555 1.3750e-12     1.4238
  3601.185 6.6720e-13     0.6909
  3601.815 8.3424e-13     0.8639
  3602.445 6.0515e-13     0.6266
  3603.075 1.1554e-12     1.1964
  3603.705 1.2422e-12     1.2863
  3604.335 1.2793e-12     1.3247
  3604.965 4.7743e-13     0.4944
  3605.595 9.0278e-13     0.9348
  3606.225 1.3173e-12     1.3641
  3606.855 1.6395e-12     1.6977
  3607.485 1.4096e-12     1.4596
  3608.115 1.3076e-12     1.3541
  3608.745 8.5195e-13     0.8822
  3609.375 1.1338e-12     1.1740
  3610.005 1.1902e-12     1.2324
  3610.635 1.2875e-12     1.3332
  3611.265 9.0935e-13     0.9416
  3611.895 8.6495e-13     0.8957
  3612.525 1.6824e-12     1.7421
  3613.155 1.0041e-12     1.0397
  3613.785 9.7805e-13     1.0128
  3614.415 1.2332e-12     1.2770
  3615.045 8.6121e-13     0.8918
  3615.675 9.5405e-13     0.9879
  3616.305 8.1605e-13     0.8450
  3616.935 8.0907e-13     0.8378
  3617.565 1.4892e-12     1.5421
  3618.195 9.0528e-13     0.9374
  3618.825 3.9924e-13     0.4134
  3619.455 7.9539e-13     0.8236
  3620.085 1.1165e-12     1.1562
  3620.715 2.0879e-13     0.2162
  3621.345 7.3019e-13     0.7561
  3621.975 5.5654e-13     0.5763
  3622.605 1.4036e-12     1.4535
  3623.235 7.1735e-13     0.7428
  3623.865 7.6492e-13     0.7921
  3624.495 1.2262e-12     1.2698
  3625.125 1.5564e-12     1.6117
  3625.755 1.7561e-12     1.8184
  3626.385 1.4450e-12     1.4963
  3627.015 1.3553e-12     1.4034
  3627.645 9.8896e-13     1.0241
  3628.275 1.1212e-12     1.1610
  3628.905 9.1892e-13     0.9515
  3629.535 7.6459e-13     0.7917
  3630.165 9.3713e-13     0.9704
  3630.795 1.2749e-12     1.3202
  3631.425 9.5189e-13     0.9857
  3632.055 1.1747e-12     1.2164
  3632.685 1.0851e-12     1.1236
  3633.315 6.5697e-13     0.6803
  3633.945 9.5433e-13     0.9882
  3634.575 1.4934e-12     1.5464
  3635.205 1.2675e-12     1.3125
  3635.835 7.1376e-13     0.7391
  3636.465 1.0620e-12     1.0997
  3637.095 1.2314e-12     1.2751
  3637.725 6.2576e-13     0.6480
  3638.355 1.0840e-12     1.1225
  3638.985 8.2012e-13     0.8492
  3639.615 1.3003e-12     1.3465
  3640.245 2.8837e-13     0.2986
  3640.875 7.9922e-13     0.8276
  3641.505 5.7884e-13     0.5994
  3642.135 1.4684e-12     1.5205
  3642.765 1.1819e-12     1.2239
  3643.395 6.2599e-13     0.6482
  3644.025 1.7223e-12     1.7834
  3644.655 7.9588e-13     0.8241
  3645.285 1.9571e-12     2.0266
  3645.915 6.6798e-13     0.6917
  3646.545 5.3537e-13     0.5544
  3647.175 1.0408e-12     1.0778
  3647.805 9.1940e-13     0.9520
  3648.435 5.0722e-13     0.5252
  3649.065 1.1587e-12     1.1999
  3649.695 1.1050e-12     1.1442
  3650.325 9.5768e-13     0.9917
  3650.955 1.1585e-12     1.1996
  3651.585 6.3761e-13     0.6602
  3652.215 1.2368e-12     1.2807
  3652.845 5.4310e-13     0.5624
  3653.475 1.6170e-12     1.6744
  3654.105 9.3356e-13     0.9667
  3654.735 3.5706e-13     0.3697
  3655.365 1.8718e-12     1.9383
  3655.995 9.3609e-13     0.9693
  3656.625 6.2804e-13     0.6503
  3657.255 1.1002e-12     1.1392
  3657.885 1.2143e-12     1.2574
  3658.515 1.1488e-12     1.1896
  3659.145 9.9457e-13     1.0299
  3659.775 8.5061e-13     0.8808
  3660.405 1.4620e-12     1.5139
  3661.035 1.6205e-12     1.6781
  3661.665 8.1032e-13     0.8391
  3662.295 1.5360e-12     1.5905
  3662.925 7.6937e-13     0.7967
  3663.555 7.7620e-13     0.8038
  3664.185 1.0180e-12     1.0542
  3664.815 8.4788e-13     0.8780
  3665.445 5.0574e-13     0.5237
  3666.075 6.3696e-13     0.6596
  3666.705 1.8095e-12     1.8738
  3667.335 1.6240e-12     1.6817
  3667.965 1.1075e-12     1.1468
  3668.595 8.9427e-13     0.9260
  3669.225 1.1862e-12     1.2283
  3669.855 7.7752e-13     0.8051
  3670.485 7.8438e-13     0.8122
  3671.115 8.1137e-13     0.8402
  3671.745 1.4407e-12     1.4918
  3672.375 8.0447e-13     0.8330
  3673.005 1.1995e-12     1.2421
  3673.635 1.0493e-12     1.0866
  3674.265 1.1304e-12     1.1705
  3674.895 1.0453e-12     1.0824
  3675.525 1.5246e-12     1.5787
  3676.155 7.0752e-13     0.7326
  3676.785 7.2720e-13     0.7530
  3677.415 1.0183e-12     1.0545
  3678.045 1.1159e-12     1.1555
  3678.675 8.2980e-13     0.8593
  3679.305 7.1101e-13     0.7363
  3679.935 1.1598e-12     1.2010
  3680.565 1.2034e-12     1.2461
  3681.195 1.0050e-12     1.0407
  3681.825 3.9773e-13     0.4119
  3682.455 8.0241e-13     0.8309
  3683.085 1.0230e-12     1.0593
  3683.715 1.0886e-12     1.1272
  3684.345 1.4457e-12     1.4970
  3684.975 8.9927e-13     0.9312
  3685.605 9.8968e-13     1.0248
  3686.235 1.0811e-12     1.1195
  3686.865 8.4440e-13     0.8744
  3687.495 1.2135e-12     1.2566
  3688.125 8.4274e-13     0.8727
  3688.755 1.0804e-12     1.1187
  3689.385 1.2257e-12     1.2692
  3690.015 1.0896e-12     1.1283
  3690.645 1.1187e-12     1.1584
  3691.275 1.0462e-12     1.0833
  3691.905 1.2861e-12     1.3318
  3692.535 8.4984e-13     0.8800
  3693.165 9.3830e-13     0.9716
  3693.795 8.8121e-13     0.9125
  3694.425 1.0447e-12     1.0818
  3695.055 1.0016e-12     1.0372
  3695.685 8.1536e-13     0.8443
  3696.315 4.7633e-13     0.4932
  3696.945 1.1900e-12     1.2322
  3697.575 9.9465e-13     1.0300
  3698.205 1.1652e-12     1.2066
  3698.835 6.4055e-13     0.6633
  3699.465 1.0775e-12     1.1158
  3700.095 1.9201e-13     0.1988
  3700.725 7.6814e-13     0.7954
  3701.355 6.2987e-13     0.6522
  3701.985 1.4728e-12     1.5250
  3702.615 1.1530e-12     1.1940
  3703.245 1.2710e-12     1.3161
  3703.875 8.7192e-13     0.9029
  3704.505 8.9944e-13     0.9314
  3705.135 4.2232e-13     0.4373
  3705.765 7.0885e-13     0.7340
  3706.395 1.8765e-12     1.9431
  3707.025 8.8729e-13     0.9188
